Customer ID,Country,sum_price,sum_quantity,monetary,frequency,recency,R2,F2,M2,RFM Score2,new_label
12393.0,Australia,119.45,495,816.8500000000003,0.04246472331578714,17.160416666666666,2,5,3,253,At risk
12395.0,Belgium,290.64999999999986,1615,2048.6400000000003,0.017221841840105962,6.143055555555556,1,3,4,134,At risk
12396.0,RSA,149.46,591,931.4300000000006,0.0,309.27708333333334,5,1,3,513,New customers
12399.0,Belgium,99.80000000000001,1020,853.6500000000001,0.011538214995406082,20.46388888888889,2,3,3,233,At risk
12400.0,Australia,32.05,91,205.25,0.0,49.26111111111111,3,1,1,311,About to sleep
12402.0,Belgium,195.14999999999992,490,1031.3,0.01792877792967437,27.424305555555556,2,3,4,234,At risk
12403.0,Denmark,28.53,164,591.6600000000001,0.0,156.3486111111111,4,1,3,413,Promising
12404.0,Finland,63.24,1,63.24,0.0,317.15,5,1,1,511,New customers
12406.0,Denmark,158.82000000000005,1598,2975.06,0.010036754968426041,34.34652777777778,2,2,5,225,Lost
12408.0,Belgium,173.43,820,1452.22,0.026316751343250847,20.27777777777778,2,4,4,244,At risk
12409.0,Switzerland,464.73999999999995,7592,12346.619999999997,0.027436018347837272,55.40069444444445,3,4,5,345,Loyal customers
12410.0,Switzerland,75.87000000000002,130,320.38,0.0,137.27430555555554,4,1,2,412,Promising
12411.0,Australia,74.70000000000003,138,346.9,0.0,44.44166666666667,3,1,2,312,About to sleep
12412.0,Denmark,160.57,1168,1370.0499999999997,0.02171508997687745,37.12430555555556,3,4,4,344,Loyal customers
12413.0,Spain,118.70000000000002,33,241.34999999999997,0.0,37.27430555555556,3,1,1,311,About to sleep
12414.0,Austria,303.53999999999996,195,390.0,2.832786885245902,98.25972222222222,4,5,2,452,Loyal customers
12415.0,Australia,652.0199999999998,14073,19543.83999999999,0.04566934128318163,10.204166666666667,1,5,5,155,Cant loose them
12416.0,Australia,16.879999999999995,132,202.56,0.0,291.40416666666664,5,1,1,511,New customers
12417.0,Belgium,990.6800000000011,1348,3167.8099999999995,0.033933380034576056,45.231944444444444,3,4,5,345,Loyal customers
12418.0,Switzerland,220.0399999999998,681,1352.6200000000001,0.013772787267823326,48.397222222222226,3,3,4,334,Needing attention
12419.0,Spain,126.09000000000002,231,503.01,0.06902502157031924,20.414583333333333,2,5,2,252,At risk
12421.0,Spain,106.71000000000002,168,291.56,0.021972823889342418,50.23125,3,4,2,342,Loyal customers
12422.0,Australia,1623.4200000000003,2226,4428.239999999998,0.042679764160430185,29.279166666666665,2,5,5,255,At risk
12423.0,Denmark,125.89,454,763.08,0.02528933457438401,22.352777777777778,2,4,3,243,At risk
12424.0,Australia,117.98,1285,1579.0700000000002,0.01577269789806894,57.397222222222226,3,3,4,334,Needing attention
12425.0,Portugal,126.47000000000006,651,964.2100000000002,0.0,83.24375,4,1,3,413,Promising
12426.0,Germany,155.81999999999994,326,762.4800000000002,0.0,297.47222222222223,5,1,3,513,New customers
12427.0,Germany,49.25,79,303.50000000000006,0.0,6.386805555555555,1,1,2,112,Lost
12429.0,Denmark,224.71999999999994,1787,3735.51,0.0274812307011149,0.33055555555555555,1,4,5,145,Cant loose them
12431.0,Belgium,657.7800000000002,1811,4370.520000000001,0.0404932738336012,8.415277777777778,1,5,5,155,Cant loose them
12433.0,Norway,576.2600000000007,6045,7205.38999999999,0.044919706025479456,1.1333333333333333,1,5,5,155,Cant loose them
12434.0,Australia,68.12,138,297.29,0.0,16.26597222222222,2,1,2,212,Lost
12435.0,Denmark,220.4099999999999,2903,6096.040000000003,0.011701395025688219,31.4125,2,3,5,235,At risk
12437.0,France,1099.880000000001,5078,7731.9900000000025,0.06123663992288719,30.21875,2,5,5,255,At risk
12439.0,Cyprus,265.7099999999998,484,1158.18,0.045303676204558684,317.3263888888889,5,5,4,554,Loyal customers
12440.0,Austria,174.33999999999997,331,859.2000000000002,0.007811059157924428,97.28472222222223,4,2,3,423,Potential loyalist
12441.0,France,40.71,121,173.55,0.0,1.386111111111111,1,1,1,111,Lost
12443.0,Norway,123.28,182,485.31000000000006,0.0,367.1798611111111,5,1,2,512,New customers
12445.0,Spain,55.34000000000001,144,301.58,0.0,55.31458333333333,3,1,2,312,About to sleep
12449.0,Denmark,26.93,729,768.6,0.06869573513977674,45.31944444444444,3,5,3,353,Loyal customers
12450.0,Spain,69.49000000000001,314,490.32,0.03940311576489475,34.14861111111111,2,5,2,252,At risk
12451.0,Switzerland,356.86999999999983,2784,3634.3599999999997,0.04470198675496689,98.18263888888889,4,5,5,455,Loyal customers
12454.0,Spain,289.56000000000006,6697,13151.44,0.14985950671245707,30.41111111111111,2,5,5,255,At risk
12455.0,Cyprus,603.1100000000002,1213,3413.09,0.014435873144764742,80.22361111111111,4,3,5,435,Potential loyalist
12457.0,Switzerland,139.88,251,632.68,0.0,70.08472222222223,3,1,3,313,About to sleep
12458.0,Switzerland,168.64999999999992,480,830.09,0.03276338691512235,62.35069444444444,3,4,3,343,Loyal customers
12459.0,Spain,95.42000000000002,258,454.3599999999999,0.0,240.2138888888889,5,1,2,512,New customers
12460.0,Belgium,78.86000000000001,170,326.65,0.0,91.25694444444444,4,1,2,412,Promising
12466.0,France,56.73,1,56.73,0.0,317.14930555555554,5,1,1,511,New customers
12467.0,USA,14.56,129,132.79999999999998,0.0,58.18055555555556,3,1,1,311,About to sleep
12468.0,Germany,282.7399999999999,1835,2941.200000000001,0.01910667450983861,161.39791666666667,4,3,5,435,Potential loyalist
12469.0,Thailand,227.96999999999994,2552,3070.539999999998,0.13253566497929128,157.30625,4,5,5,455,Loyal customers
12470.0,Unspecified,90.35000000000002,95,211.95000000000002,0.0,324.375,5,1,1,511,New customers
12471.0,Germany,2349.72,8679,20139.740000000013,0.13642849685031147,9.22638888888889,1,5,5,155,Cant loose them
12472.0,Germany,1369.1800000000005,7202,11308.480000000027,0.036399696669194424,4.2375,1,4,5,145,Cant loose them
12474.0,Germany,879.6100000000006,3107,5048.660000000002,0.044965627236871815,13.320833333333333,1,5,5,155,Cant loose them
12475.0,Germany,82.84,236,426.26000000000005,0.0,44.46666666666667,3,1,2,312,About to sleep
12476.0,Germany,1170.4800000000007,3237,7298.989999999997,0.1131845602635733,31.434722222222224,2,5,5,255,At risk
12477.0,Germany,1044.2200000000018,2466,7056.63,0.013344288829718226,34.43472222222222,2,3,5,235,At risk
12480.0,Germany,302.1399999999998,1245,2183.2200000000007,0.027504186111659355,34.203472222222224,2,4,5,245,At risk
12481.0,Germany,806.2000000000008,3949,6765.07,0.024703853972774293,0.4083333333333333,1,4,5,145,Cant loose them
12482.0,Sweden,2025.7600000000014,27042,23691.399999999983,0.3705182464265751,211.13194444444446,5,5,5,555,Loyal customers
12483.0,Sweden,468.9499999999999,1062,2635.6,0.03667116567541851,13.309722222222222,1,4,5,145,Cant loose them
12484.0,Spain,375.90999999999985,1080,1828.4300000000003,0.03016928320017878,118.2611111111111,4,4,4,444,Loyal customers
12485.0,Sweden,81.96,414,708.0999999999999,0.0,164.19375,4,1,3,413,Promising
12486.0,Sweden,201.07999999999996,523,1037.2800000000002,0.0,66.32430555555555,3,1,4,314,About to sleep
12487.0,Sweden,4.0,174,285.29999999999995,0.0,365.35069444444446,5,1,2,512,New customers
12490.0,France,661.4900000000009,2842,4405.710000000006,0.030465991183326793,13.239583333333334,1,4,5,145,Cant loose them
12492.0,Germany,69.99999999999999,252,452.0000000000001,0.0,38.21041666666667,3,1,2,312,About to sleep
12494.0,France,150.29,281,626.77,0.014157482327726052,0.3541666666666667,1,3,3,133,At risk
12495.0,Sweden,97.0,130,357.4,0.0,275.38055555555553,5,1,2,512,New customers
12496.0,Spain,28.019999999999996,33,54.09,1.9875776397515525,255.24652777777777,5,5,1,551,Loyal customers
12497.0,Germany,78.09000000000005,4449,5205.399999999999,0.008159287422231792,35.3125,3,2,5,325,About to sleep
12499.0,Germany,62.900000000000006,302,393.71999999999997,0.0,195.20069444444445,5,1,2,512,New customers
12500.0,Germany,345.80999999999983,699,1697.39,0.033451419943086126,70.05277777777778,3,4,4,344,Loyal customers
12503.0,Spain,231.6,561,1126.0,0.0,219.2513888888889,5,1,4,514,New customers
12504.0,Germany,44.60000000000001,368,297.00000000000006,0.011098907451297763,52.202777777777776,3,2,2,322,About to sleep
12505.0,Italy,186.34999999999997,324,955.2,0.0,43.446527777777774,3,1,3,313,About to sleep
12507.0,Spain,99.10000000000001,362,539.2499999999999,0.0,219.44305555555556,5,1,3,513,New customers
12510.0,Spain,1789.6499999999999,1696,4195.449999999998,0.025268224205354458,94.23194444444445,4,4,5,445,Loyal customers
12511.0,Greece,651.8299999999999,1753,3084.0200000000004,0.0,63.390277777777776,3,1,5,315,About to sleep
12514.0,Italy,59.300000000000004,400,580.08,0.0,276.32152777777776,5,1,3,513,New customers
12516.0,Germany,94.32999999999998,1077,1336.5599999999997,0.011777744153045241,65.42916666666666,3,3,4,334,Needing attention
12519.0,Germany,72.03,212,385.70000000000005,0.0,111.48611111111111,4,1,2,412,Promising
12523.0,France,579.5300000000001,1410,2582.3800000000015,0.03343103398241388,9.3125,1,4,5,145,Cant loose them
12524.0,Germany,334.72000000000014,3479,6640.389999999999,0.031941086440565175,23.45347222222222,2,4,5,245,At risk
12525.0,France,180.35999999999996,509,973.7299999999998,0.019988247650686866,133.16180555555556,4,3,3,433,Potential loyalist
12527.0,Germany,30.200000000000003,292,386.7999999999999,0.05576424118034311,129.31805555555556,4,5,2,452,Loyal customers
12529.0,France,63.86,192,316.47999999999996,0.0,163.28541666666666,4,1,2,412,Promising
12530.0,Germany,261.5999999999998,1800,2096.9800000000005,0.021927286681000614,50.19861111111111,3,4,4,344,Loyal customers
12531.0,Germany,260.8499999999999,1074,1807.9799999999996,0.0,321.2388888888889,5,1,4,514,New customers
12533.0,Germany,237.8199999999999,704,1367.8899999999996,0.017863123813776933,262.37847222222223,5,3,4,534,Potential loyalist
12537.0,Sweden,125.68000000000005,449,732.9399999999998,0.0,43.47569444444444,3,1,3,313,About to sleep
12538.0,Spain,53.669999999999995,145,276.5,0.0,13.290972222222223,1,1,2,112,Lost
12539.0,Spain,763.4800000000004,2468,5646.399999999998,0.0112415103177288,85.42430555555555,4,2,5,425,Potential loyalist
12540.0,Spain,1158.9000000000008,4334,8854.249999999996,0.045103332439358136,13.3875,1,5,5,155,Cant loose them
12542.0,Spain,96.13999999999999,522,481.8799999999999,0.012729506820010077,119.03402777777778,4,3,2,432,Potential loyalist
12543.0,Spain,112.37000000000002,688,980.2500000000002,0.0,83.17361111111111,4,1,3,413,Promising
12547.0,Spain,40.07,175,175.78,0.0,135.25416666666666,4,1,1,411,Promising
12549.0,USA,80.78999999999999,1366,1575.6799999999998,0.048787098522835075,210.33055555555555,5,5,4,554,Loyal customers
12553.0,France,218.45999999999987,360,916.4700000000001,0.05135245974716046,20.321527777777778,2,5,3,253,At risk
12554.0,Spain,99.43,240,468.49999999999994,0.0,83.31388888888888,4,1,2,412,Promising
12555.0,Spain,129.23,1,129.23,0.0,317.14930555555554,5,1,1,511,New customers
12557.0,Spain,54.23,2398,6725.1799999999985,0.01136137251691878,6.320138888888889,1,2,5,125,Lost
12562.0,France,140.37,548,1185.1799999999998,0.039332441069623886,20.434722222222224,2,5,4,254,At risk
12563.0,Italy,50.98,113,249.24,0.0,43.422916666666666,3,1,1,311,About to sleep
12567.0,France,808.03,1781,4308.580000000001,0.023333009263760227,2.392361111111111,1,4,5,145,Cant loose them
12568.0,Germany,31.17,48,70.0,0.0,279.4486111111111,5,1,1,511,New customers
12570.0,Spain,77.52,1,77.52,0.0,317.10625,5,1,1,511,New customers
12573.0,France,204.68999999999986,395,556.8700000000002,0.04716054234623698,16.291666666666668,2,5,3,253,At risk
12575.0,France,135.67000000000002,315,622.8199999999999,0.02850525565651167,92.28611111111111,4,4,3,443,Loyal customers
12576.0,Poland,154.77999999999997,527,826.8900000000004,0.02222931181755498,27.303472222222222,2,4,3,243,At risk
12577.0,France,283.7899999999998,725,995.9500000000006,0.01405385358617257,16.24652777777778,2,3,4,234,At risk
12578.0,Italy,175.53000000000003,1184,1847.940000000001,0.03375448301727573,20.11111111111111,2,4,4,244,At risk
12580.0,Germany,88.61000000000003,331,637.2,0.0,211.34444444444443,5,1,3,513,New customers
12582.0,Finland,282.0199999999998,685,1469.0400000000004,0.012817260577577805,57.38125,3,3,4,334,Needing attention
12583.0,France,677.5800000000002,3924,7166.060000000001,0.03602438573803805,8.469444444444445,1,4,5,145,Cant loose them
12586.0,Italy,435.3199999999998,608,1865.7300000000007,0.008573946317569445,9.384722222222223,1,2,4,124,Lost
12588.0,Finland,234.52,385,743.88,0.015073746209755367,34.297222222222224,2,3,3,233,At risk
12589.0,France,1552.6300000000006,1458,4048.9799999999996,0.022306675479180436,56.33819444444445,3,4,5,345,Loyal customers
12591.0,Italy,201.09999999999994,449,899.3,0.10438564697354115,25.228472222222223,2,5,3,253,At risk
12592.0,Germany,817.839999999999,1585,2145.06,2.9589041095890414,154.23263888888889,4,5,4,454,Loyal customers
12594.0,Italy,253.3399999999997,991,1751.8900000000006,0.018591872253179986,13.322222222222223,1,3,4,134,At risk
12595.0,Germany,60.620000000000005,271,299.02000000000004,0.0,139.45208333333332,4,1,2,412,Promising
12598.0,France,203.01999999999995,942,1511.0099999999998,0.016113150120848626,98.23541666666667,4,3,4,434,Potential loyalist
12599.0,France,183.33999999999995,1233,1264.14,0.03042392785585256,16.175,2,4,4,244,At risk
12600.0,Germany,419.5599999999997,640,2444.880000000001,0.03315171514081805,6.294444444444444,1,4,5,145,Cant loose them
12601.0,Germany,48.95,45,104.2,0.0,39.37777777777778,3,1,1,311,About to sleep
12605.0,Germany,169.02999999999997,929,1232.9499999999996,0.04819398077260975,11.238194444444444,1,5,4,154,Cant loose them
12606.0,Spain,21.0,1,21.0,0.0,317.1513888888889,5,1,1,511,New customers
12608.0,United Kingdom,26.039999999999996,323,415.78999999999996,0.0,39.38333333333333,3,1,2,312,About to sleep
12609.0,Germany,479.44999999999976,905,2309.0099999999984,0.017338326129098285,9.217361111111112,1,3,5,135,At risk
12613.0,Germany,518.1199999999997,2519,3490.69,0.014785396135672438,23.113888888888887,2,3,5,235,At risk
12615.0,France,502.3299999999999,1941,3449.7900000000013,0.018280143194455024,48.42777777777778,3,3,5,335,Needing attention
12616.0,France,80.95,214,417.79999999999995,0.0,23.349305555555556,2,1,2,212,Lost
12619.0,Germany,25.480000000000004,140,140.14000000000001,0.0,195.29791666666668,5,1,1,511,New customers
12621.0,Germany,979.1600000000007,6493,11086.140000000001,0.05264420605271276,0.40625,1,5,5,155,Cant loose them
12623.0,Germany,465.98999999999967,1781,3442.7399999999993,0.02135917529850931,51.43472222222222,3,4,5,345,Loyal customers
12625.0,Germany,235.70999999999984,1697,2481.060000000001,0.02268020128678642,144.17013888888889,4,4,5,445,Loyal customers
12629.0,Sweden,179.89999999999992,722,1558.2199999999998,0.05168886176818982,20.446527777777778,2,5,4,254,At risk
12631.0,Finland,432.41999999999985,1371,2841.069999999999,0.02100840336134454,91.21597222222222,4,3,5,435,Potential loyalist
12632.0,Germany,78.17000000000002,694,804.8799999999999,0.044422507403751234,155.43194444444444,4,5,3,453,Loyal customers
12633.0,Germany,608.4599999999997,2076,3514.1799999999994,0.02082479693412712,17.28611111111111,2,3,5,235,At risk
12634.0,USA,155.55,337,490.0,0.14527845036319612,170.4138888888889,4,5,2,452,Loyal customers
12635.0,Germany,218.04999999999995,777,1241.23,0.03067223310897163,27.177083333333332,2,4,4,244,At risk
12636.0,USA,141.0,1,141.0,0.0,373.42083333333335,5,1,1,511,New customers
12637.0,France,561.7899999999995,1282,2318.410000000002,0.024094974357258193,13.25763888888889,1,4,5,145,Cant loose them
12638.0,Sweden,62.0,86,249.79999999999995,0.0,274.3965277777778,5,1,1,511,New customers
12639.0,Sweden,177.99000000000004,430,826.2699999999999,0.010302197802197802,69.32222222222222,3,2,3,323,About to sleep
12643.0,France,243.04,2977,5005.78,0.026439321145948724,20.304861111111112,2,4,5,245,At risk
12644.0,Germany,290.36999999999983,707,1440.5800000000006,0.011325473664341274,65.40138888888889,3,2,4,324,About to sleep
12645.0,Germany,228.7999999999999,1041,1764.1200000000006,0.015365121707235746,44.053472222222226,3,3,4,334,Needing attention
12647.0,Germany,2032.230000000003,5455,14201.530000000008,0.08209424791280442,2.314583333333333,1,5,5,155,Cant loose them
12648.0,Germany,173.51999999999995,358,793.95,0.011335101819126411,72.39305555555555,4,2,3,423,Potential loyalist
12649.0,Germany,236.65999999999985,1373,1671.14,0.015882364619385747,17.294444444444444,2,3,4,234,At risk
12651.0,France,41.00000000000001,187,263.74999999999994,0.03414560889050483,13.335416666666667,1,4,2,142,Cant loose them
12652.0,Germany,15.0,31,97.05000000000001,0.0,69.19791666666667,3,1,1,311,About to sleep
12653.0,Israel,125.17999999999996,762,1950.98,0.0,161.42013888888889,4,1,4,414,Promising
12655.0,France,87.85000000000002,80,261.35,0.0,58.44722222222222,3,1,2,312,About to sleep
12656.0,France,399.76999999999964,1137,2356.6600000000003,0.02172786850615874,60.3875,3,4,5,345,Loyal customers
12661.0,Sweden,9.649999999999999,216,162.00000000000003,0.0,71.13541666666667,4,1,1,411,Promising
12662.0,Germany,626.4000000000002,1523,3138.2400000000002,0.040793894513787766,8.289583333333333,1,5,5,155,Cant loose them
12663.0,Germany,58.4,181,239.4,0.044642857142857144,259.43125,5,5,1,551,Loyal customers
12664.0,Finland,101.78,292,1188.16,0.0093841642228739,149.27291666666667,4,2,4,424,Potential loyalist
12665.0,Germany,63.15,128,250.6,0.007909849685391221,52.35208333333333,3,2,1,321,About to sleep
12666.0,Israel,119.25,370,1248.42,0.0,29.139583333333334,2,1,4,214,Lost
12668.0,Germany,1320.6300000000026,3442,7637.529999999998,0.020010978245009414,13.342361111111112,1,3,5,135,At risk
12670.0,France,127.21000000000004,230,764.2400000000001,0.007092338304537126,20.413888888888888,2,2,3,223,Lost
12671.0,Germany,122.69100000000002,1460,2622.481000000001,0.0,241.14652777777778,5,1,5,515,New customers
12672.0,France,61.70000000000001,60,211.15000000000003,0.0,230.41944444444445,5,1,1,511,New customers
12673.0,Germany,96.35000000000001,349,619.5000000000001,0.0,36.385416666666664,3,1,3,313,About to sleep
12675.0,Italy,427.06999999999977,337,958.5000000000002,0.07778528021607022,188.425,5,5,3,553,Loyal customers
12676.0,Sweden,244.23999999999995,1197,1511.6999999999998,0.06592983966229271,43.43402777777778,3,5,4,354,Loyal customers
12677.0,France,85.14999999999999,176,395.1,0.01785326844992716,190.22986111111112,5,3,2,532,Potential loyalist
12678.0,France,724.4399999999999,11449,16652.720000000005,0.027546979715985537,10.420833333333333,1,4,5,145,Cant loose them
12681.0,France,2357.4500000000016,10060,17080.740000000027,0.06669278286057233,2.4118055555555555,1,5,5,155,Cant loose them
12682.0,France,1764.900000000005,5443,11745.69000000001,0.06146069354829731,0.21666666666666667,1,5,5,155,Cant loose them
12683.0,France,576.4999999999999,2696,4220.209999999999,0.022106402413282263,0.32222222222222224,1,4,5,145,Cant loose them
12686.0,France,22.810000000000002,107,89.14,0.0,6.423611111111111,1,1,1,111,Lost
12687.0,Sweden,564.9300000000001,1403,2138.9100000000003,1.9972260748959778,115.32569444444445,4,5,4,454,Loyal customers
12691.0,France,37.55,51,134.6,0.0,55.33402777777778,3,1,1,311,About to sleep
12692.0,France,40.60000000000001,36,110.95,0.0,272.24930555555557,5,1,1,511,New customers
12693.0,Germany,188.39999999999998,281,847.1099999999999,0.023614170688910634,31.211111111111112,2,4,3,243,At risk
12694.0,France,96.91999999999999,846,973.6800000000003,0.0,56.015277777777776,3,1,3,313,About to sleep
12695.0,France,188.51,234,825.0200000000002,0.021720549047212028,163.15902777777777,4,4,3,443,Loyal customers
12696.0,Finland,161.39000000000001,564,851.9100000000001,0.02665654705158227,69.3875,3,4,3,343,Loyal customers
12698.0,Germany,81.6,111,339.75000000000006,0.0,225.17361111111111,5,1,2,512,New customers
12699.0,Germany,127.56000000000002,373,638.1100000000001,0.0,52.329166666666666,3,1,3,313,About to sleep
12701.0,Germany,274.1899999999997,1049,1648.7000000000005,0.038089947824706885,164.26180555555555,4,4,4,444,Loyal customers
12703.0,Germany,160.66999999999996,431,722.9799999999998,0.05763304294462158,268.27708333333334,5,5,3,553,Loyal customers
12705.0,Germany,611.5799999999997,3191,4893.810000000001,0.03307485943184742,18.25138888888889,2,4,5,245,At risk
12708.0,Germany,594.44,1214,2601.190000000001,0.025422831114720525,3.3875,1,4,5,145,Cant loose them
12709.0,Germany,1207.270000000001,10047,21356.819999999992,0.0548195523069895,1.425,1,5,5,155,Cant loose them
12711.0,Germany,154.76000000000008,770,1339.0499999999993,0.030293786618140507,246.3347222222222,5,4,4,544,Loyal customers
12712.0,Germany,619.65,1287,2797.5299999999993,0.02731965706241593,0.3486111111111111,1,4,5,145,Cant loose them
12714.0,France,1167.4000000000012,5705,9384.850000000004,0.020095293156037558,23.077083333333334,2,3,5,235,At risk
12717.0,Greece,95.39,94,277.93,0.0,225.22708333333333,5,1,2,512,New customers
12720.0,Germany,429.31000000000023,1645,2478.9399999999996,0.04340508904574113,4.194444444444445,1,5,5,155,Cant loose them
12721.0,France,316.1799999999997,696,1356.9499999999998,0.02294345394579609,20.2,2,4,4,244,At risk
12724.0,France,219.6599999999999,934,1286.11,0.019610869506005827,18.274305555555557,2,3,4,234,At risk
12725.0,Italy,631.3300000000002,1142,2266.7600000000007,0.018685161516352758,6.177777777777778,1,3,5,135,At risk
12726.0,France,130.01999999999998,1475,1405.5000000000002,0.016805055520869194,22.12638888888889,2,3,4,234,At risk
12727.0,France,219.0799999999998,734,1698.8300000000006,0.014082165524120598,77.3861111111111,4,3,4,434,Potential loyalist
12728.0,France,59.52,124,233.84,0.0,18.352083333333333,2,1,1,211,Lost
12730.0,Germany,231.0499999999999,234,829.2500000000001,0.0,156.32083333333333,4,1,3,413,Promising
12731.0,France,409.53,3204,6879.800000000001,0.024243322143244362,77.20069444444445,4,4,5,445,Loyal customers
12733.0,USA,462.3599999999996,759,2040.9199999999998,0.009966018644759881,24.25347222222222,2,2,4,224,Lost
12734.0,France,68.15,177,529.25,0.10580844263198501,9.372222222222222,1,5,3,153,Cant loose them
12737.0,France,3710.5,2,3710.5,1.9972260748959778,133.3138888888889,4,5,5,455,Loyal customers
12738.0,Germany,43.45,148,155.35,0.0,7.065277777777778,1,1,1,111,Lost
12739.0,United Arab Emirates,574.5999999999999,465,1713.6899999999996,0.20403825717321997,20.429861111111112,2,5,4,254,At risk
12741.0,USA,195.53,214,406.07000000000005,0.40609137055837563,164.22569444444446,4,5,2,452,Loyal customers
12742.0,United Arab Emirates,114.47999999999995,1359,1201.52,0.0,260.3041666666667,5,1,4,514,New customers
12744.0,Singapore,372.5099999999998,1753,4037.77,0.03013103863154866,94.40069444444444,4,4,5,445,Loyal customers
12745.0,EIRE,269.53999999999996,468,925.4100000000002,0.015248206923815441,121.40763888888888,4,3,3,433,Potential loyalist
12746.0,United Kingdom,59.10000000000001,97,254.54999999999998,0.0,175.38888888888889,5,1,2,512,New customers
12747.0,United Kingdom,665.9100000000003,1483,5080.530000000002,0.04394472577461162,4.182638888888889,1,5,5,155,Cant loose them
12748.0,United Kingdom,9346.600000000051,13362,22879.660000000094,0.3883211514800811,0.27708333333333335,1,5,5,155,Cant loose them
12749.0,United Kingdom,856.9400000000007,889,2806.4800000000005,0.03253299896639951,34.25347222222222,2,4,5,245,At risk
12751.0,Brazil,113.71000000000004,189,268.27,0.0,79.3,4,1,2,412,Promising
12755.0,Japan,116.81000000000007,2290,5218.709999999999,0.030399820978832013,0.38680555555555557,1,4,5,145,Cant loose them
12758.0,Portugal,540.9499999999998,4020,7111.649999999999,0.01786148419010573,94.29097222222222,4,3,5,435,Potential loyalist
12759.0,Netherlands,562.1100000000001,2300,3489.299999999997,0.014271357979175711,21.03263888888889,2,3,5,235,At risk
12760.0,Netherlands,62.56,198,347.8,0.0,90.46597222222222,4,1,2,412,Promising
